x-coordinate,y-coordinate,Similarity_score
http://polar.usc.edu/iv,http://polar.usc.edu/16z,0.7946428571428572
http://polar.usc.edu/iv,http://polar.usc.edu/wy,0.7824145962732919
http://polar.usc.edu/iv,http://polar.usc.edu/ou,0.5308251447031902
http://polar.usc.edu/iv,http://polar.usc.edu/16m,0.6607142857142857
http://polar.usc.edu/iv,http://polar.usc.edu/nw,0.6484860248447205
http://polar.usc.edu/iv,http://polar.usc.edu/v0,0.5636645962732919
http://polar.usc.edu/iv,http://polar.usc.edu/12-,0.9375
http://polar.usc.edu/iv,http://polar.usc.edu/om,0.6306288819875776
http://polar.usc.edu/iv,http://polar.usc.edu/n-,0.5815217391304348
http://polar.usc.edu/iv,http://polar.usc.edu/du,0.6797360248447205
http://polar.usc.edu/iv,http://polar.usc.edu/11x,0.6383928571428572
http://polar.usc.edu/iv,http://polar.usc.edu/ma,0.6797360248447205
http://polar.usc.edu/iv,http://polar.usc.edu/1c3,0.6205357142857143
http://polar.usc.edu/iv,http://polar.usc.edu/es,0.9565217391304348
http://polar.usc.edu/iv,http://polar.usc.edu/gp,0.9565217391304348
http://polar.usc.edu/iv,http://polar.usc.edu/gq,0.9565217391304348
http://polar.usc.edu/iv,http://polar.usc.edu/f1,0.6484860248447205
http://polar.usc.edu/iv,http://polar.usc.edu/19j,0.7276785714285714
http://polar.usc.edu/iv,http://polar.usc.edu/gv,0.8218191517738063
http://polar.usc.edu/iv,http://polar.usc.edu/gh,0.6038431677018633
http://polar.usc.edu/iv,http://polar.usc.edu/d2,0.5859860248447205
http://polar.usc.edu/iv,http://polar.usc.edu/a-,0.9565217391304348
http://polar.usc.edu/iv,http://polar.usc.edu/gl,0.743683901292597
http://polar.usc.edu/iv,http://polar.usc.edu/y3,0.8404503105590062
http://polar.usc.edu/iv,http://polar.usc.edu/f-,0.9565217391304348
http://polar.usc.edu/iv,http://polar.usc.edu/1ge,0.7521067415730337
http://polar.usc.edu/iv,http://polar.usc.edu/dq,0.5188746803069054
http://polar.usc.edu/iv,http://polar.usc.edu/dx,0.6797360248447205
http://polar.usc.edu/iv,http://polar.usc.edu/e7,0.5636645962732919
http://polar.usc.edu/iv,http://polar.usc.edu/eu,0.6306288819875776
http://polar.usc.edu/iv,http://polar.usc.edu/nq,0.9565217391304348
http://polar.usc.edu/iv,http://polar.usc.edu/161,0.7901785714285714
http://polar.usc.edu/iv,http://polar.usc.edu/nt,0.8047360248447205
http://polar.usc.edu/iv,http://polar.usc.edu/o8,0.5993788819875776
http://polar.usc.edu/iv,http://polar.usc.edu/o9,0.9565217391304348
http://polar.usc.edu/iv,http://polar.usc.edu/e5,0.7938711367207962
http://polar.usc.edu/iv,http://polar.usc.edu/168,0.6243512110726643
http://polar.usc.edu/iv,http://polar.usc.edu/nc,0.8349001175088131
http://polar.usc.edu/iv,http://polar.usc.edu/nb,0.6663431677018633
http://polar.usc.edu/iv,http://polar.usc.edu/vx,0.7868788819875776
http://polar.usc.edu/iv,http://polar.usc.edu/17g,0.7723214285714286
http://polar.usc.edu/iv,http://polar.usc.edu/zi,0.5388440961494989
http://polar.usc.edu/iv,http://polar.usc.edu/nj,0.5949145962732919
http://polar.usc.edu/iv,http://polar.usc.edu/17h,0.6383733624454149
http://polar.usc.edu/iv,http://polar.usc.edu/no,0.7357425183512141
http://polar.usc.edu/iv,http://polar.usc.edu/w5,0.7779503105590062
http://polar.usc.edu/iv,http://polar.usc.edu/17l,0.6160714285714286
http://polar.usc.edu/iv,http://polar.usc.edu/g8,0.8225931677018634
http://polar.usc.edu/iv,http://polar.usc.edu/g9,0.6306288819875776
http://polar.usc.edu/iv,http://polar.usc.edu/fy,0.8092003105590062
http://polar.usc.edu/iv,http://polar.usc.edu/1cr,0.6160714285714286
http://polar.usc.edu/iv,http://polar.usc.edu/1cq,0.7403169014084507
http://polar.usc.edu/iv,http://polar.usc.edu/19d,0.59375
http://polar.usc.edu/iv,http://polar.usc.edu/1dd,0.5892857142857143
http://polar.usc.edu/iv,http://polar.usc.edu/g4,0.817391304347826
http://polar.usc.edu/iv,http://polar.usc.edu/yi,0.5904503105590062
http://polar.usc.edu/iv,http://polar.usc.edu/yv,0.7014751552795031
http://polar.usc.edu/iv,http://polar.usc.edu/fj,0.8359860248447205
http://polar.usc.edu/iv,http://polar.usc.edu/yt,0.6797360248447205
http://polar.usc.edu/iv,http://polar.usc.edu/zh,0.6420686141304348
http://polar.usc.edu/iv,http://polar.usc.edu/zy,0.6529503105590062
http://polar.usc.edu/iv,http://polar.usc.edu/1co,0.7146084337349398
http://polar.usc.edu/iv,http://polar.usc.edu/1b2,0.6294642857142857
http://polar.usc.edu/iv,http://polar.usc.edu/ff,0.8002717391304348
http://polar.usc.edu/iv,http://polar.usc.edu/yy,0.8000800213390238
http://polar.usc.edu/iv,http://polar.usc.edu/6j,0.6217003105590062
http://polar.usc.edu/iv,http://polar.usc.edu/mx,0.5205920908892288
http://polar.usc.edu/iv,http://polar.usc.edu/9m,0.9565217391304348
http://polar.usc.edu/iv,http://polar.usc.edu/tm,0.5904503105590062
http://polar.usc.edu/iv,http://polar.usc.edu/6l,0.6440217391304348
http://polar.usc.edu/iv,http://polar.usc.edu/l5,0.733307453416149
http://polar.usc.edu/iv,http://polar.usc.edu/ms,0.6574145962732919
http://polar.usc.edu/iv,http://polar.usc.edu/l7,0.9565217391304348
http://polar.usc.edu/iv,http://polar.usc.edu/yo,0.8092003105590062
http://polar.usc.edu/iv,http://polar.usc.edu/mv,0.9782608695652174
http://polar.usc.edu/iv,http://polar.usc.edu/10n,0.5169701986754967
http://polar.usc.edu/iv,http://polar.usc.edu/mj,0.6350931677018633
http://polar.usc.edu/iv,http://polar.usc.edu/c-,0.5935479781974902
http://polar.usc.edu/iv,http://polar.usc.edu/18u,0.6383928571428572
http://polar.usc.edu/iv,http://polar.usc.edu/rx,0.5547360248447205
http://polar.usc.edu/iv,http://polar.usc.edu/18r,0.6116071428571428
http://polar.usc.edu/iv,http://polar.usc.edu/6p,0.7110671936758893
http://polar.usc.edu/iv,http://polar.usc.edu/177,0.9375
http://polar.usc.edu/iv,http://polar.usc.edu/tt,0.8113604488078541
http://polar.usc.edu/iv,http://polar.usc.edu/100,0.7762096774193549
http://polar.usc.edu/iv,http://polar.usc.edu/18x,0.7678571428571428
http://polar.usc.edu/iv,http://polar.usc.edu/an,0.9565217391304348
http://polar.usc.edu/iv,http://polar.usc.edu/ed,0.5949145962732919
http://polar.usc.edu/iv,http://polar.usc.edu/1fc,0.5825151057401813
http://polar.usc.edu/iv,http://polar.usc.edu/81,0.6217003105590062
http://polar.usc.edu/iv,http://polar.usc.edu/1df,0.9375
http://polar.usc.edu/iv,http://polar.usc.edu/18q,0.6146217712177122
http://polar.usc.edu/iv,http://polar.usc.edu/193,0.5446428571428572
http://polar.usc.edu/iv,http://polar.usc.edu/9j,0.8047360248447205
http://polar.usc.edu/iv,http://polar.usc.edu/11-,0.534694388777555
http://polar.usc.edu/iv,http://polar.usc.edu/9h,0.6797360248447205
http://polar.usc.edu/iv,http://polar.usc.edu/1f5,0.7438380281690141
http://polar.usc.edu/iv,http://polar.usc.edu/d4,0.5279503105590062
http://polar.usc.edu/iv,http://polar.usc.edu/ep,0.5248356926188069
http://polar.usc.edu/iv,http://polar.usc.edu/zw,0.6574145962732919
http://polar.usc.edu/iv,http://polar.usc.edu/8-,0.9565217391304348
http://polar.usc.edu/iv,http://polar.usc.edu/10v,0.6413690476190477
http://polar.usc.edu/iv,http://polar.usc.edu/10t,0.6473214285714286
http://polar.usc.edu/iv,http://polar.usc.edu/1e4,0.5362124463519313
http://polar.usc.edu/iv,http://polar.usc.edu/ta,0.5547360248447205
http://polar.usc.edu/iv,http://polar.usc.edu/ex,0.6574145962732919
http://polar.usc.edu/iv,http://polar.usc.edu/1dt,0.723596256684492
http://polar.usc.edu/iv,http://polar.usc.edu/1e0,0.6785714285714286
http://polar.usc.edu/iv,http://polar.usc.edu/1e2,0.6465909090909091
http://polar.usc.edu/iv,http://polar.usc.edu/18d,0.7455357142857143
http://polar.usc.edu/iv,http://polar.usc.edu/yf,0.6350931677018633
http://polar.usc.edu/iv,http://polar.usc.edu/jh,0.7121397166585247
http://polar.usc.edu/iv,http://polar.usc.edu/11u,0.5535714285714286
http://polar.usc.edu/iv,http://polar.usc.edu/m2,0.6797360248447205
http://polar.usc.edu/iv,http://polar.usc.edu/1dq,0.6116071428571428
http://polar.usc.edu/iv,http://polar.usc.edu/m1,0.5815217391304348
http://polar.usc.edu/iv,http://polar.usc.edu/m7,0.6217003105590062
http://polar.usc.edu/iv,http://polar.usc.edu/m4,0.5232333294269308
http://polar.usc.edu/iv,http://polar.usc.edu/m5,0.6842003105590062
http://polar.usc.edu/iv,http://polar.usc.edu/ll,0.6306288819875776
http://polar.usc.edu/iv,http://polar.usc.edu/uq,0.8136645962732919
http://polar.usc.edu/iv,http://polar.usc.edu/xr,0.7868788819875776
http://polar.usc.edu/iv,http://polar.usc.edu/5h,0.5573045179954055
http://polar.usc.edu/iv,http://polar.usc.edu/13c,0.6931179775280899
http://polar.usc.edu/iv,http://polar.usc.edu/t5,0.5312520935218061
http://polar.usc.edu/iv,http://polar.usc.edu/dg,0.6395574534161491
http://polar.usc.edu/iv,http://polar.usc.edu/1e7,0.7991071428571428
http://polar.usc.edu/iv,http://polar.usc.edu/1ei,0.9375
http://polar.usc.edu/iv,http://polar.usc.edu/t3,0.9565217391304348
http://polar.usc.edu/iv,http://polar.usc.edu/t2,0.6574145962732919
http://polar.usc.edu/iv,http://polar.usc.edu/1ed,0.7963709677419355
http://polar.usc.edu/iv,http://polar.usc.edu/19q,0.7678571428571428
http://polar.usc.edu/iv,http://polar.usc.edu/181,0.6022058823529413
http://polar.usc.edu/iv,http://polar.usc.edu/9-,0.8132096372196067
http://polar.usc.edu/iv,http://polar.usc.edu/8t,0.5770574534161491
http://polar.usc.edu/iv,http://polar.usc.edu/dk,0.686719758932415
http://polar.usc.edu/iv,http://polar.usc.edu/e2,0.6484860248447205
http://polar.usc.edu/iv,http://polar.usc.edu/1gj,0.6473214285714286
http://polar.usc.edu/iv,http://polar.usc.edu/11r,0.7963709677419355
http://polar.usc.edu/iv,http://polar.usc.edu/8j,0.5359468525948826
http://polar.usc.edu/iv,http://polar.usc.edu/11t,0.5982142857142857
http://polar.usc.edu/iv,http://polar.usc.edu/106,0.6116071428571428
http://polar.usc.edu/iv,http://polar.usc.edu/11w,0.6017857142857144
http://polar.usc.edu/iv,http://polar.usc.edu/t-,0.6482213438735178
http://polar.usc.edu/iv,http://polar.usc.edu/12m,0.9375
http://polar.usc.edu/iv,http://polar.usc.edu/qu,0.6261645962732919
http://polar.usc.edu/iv,http://polar.usc.edu/13k,0.5299214417744917
http://polar.usc.edu/iv,http://polar.usc.edu/1d3,0.6026785714285714
http://polar.usc.edu/iv,http://polar.usc.edu/19e,0.6110074626865671
http://polar.usc.edu/iv,http://polar.usc.edu/7s,0.5859860248447205
http://polar.usc.edu/iv,http://polar.usc.edu/19g,0.7688609467455622
http://polar.usc.edu/iv,http://polar.usc.edu/18l,0.7276554404145078
http://polar.usc.edu/iv,http://polar.usc.edu/sr,0.5547360248447205
http://polar.usc.edu/iv,http://polar.usc.edu/sc,0.7878826858759969
http://polar.usc.edu/iv,http://polar.usc.edu/12p,0.5803571428571428
http://polar.usc.edu/iv,http://polar.usc.edu/1gd,0.9375
http://polar.usc.edu/iv,http://polar.usc.edu/12v,0.6324404761904762
http://polar.usc.edu/iv,http://polar.usc.edu/12i,0.6607142857142857
http://polar.usc.edu/iv,http://polar.usc.edu/r5,0.9565217391304348
http://polar.usc.edu/iv,http://polar.usc.edu/12j,0.48129878577623586
http://polar.usc.edu/iv,http://polar.usc.edu/r3,0.6797360248447205
http://polar.usc.edu/iv,http://polar.usc.edu/sq,0.7121397166585247
http://polar.usc.edu/iv,http://polar.usc.edu/r1,0.621227621483376
http://polar.usc.edu/iv,http://polar.usc.edu/5b,0.5993788819875776
http://polar.usc.edu/iv,http://polar.usc.edu/12a,0.5714285714285714
http://polar.usc.edu/iv,http://polar.usc.edu/sy,0.9565217391304348
http://polar.usc.edu/iv,http://polar.usc.edu/1fo,0.8027173913043478
http://polar.usc.edu/iv,http://polar.usc.edu/b7,0.46549792114252153
http://polar.usc.edu/iv,http://polar.usc.edu/13v,0.7522522522522522
http://polar.usc.edu/iv,http://polar.usc.edu/u0,0.6886645962732919
http://polar.usc.edu/iv,http://polar.usc.edu/b4,0.7824145962732919
http://polar.usc.edu/iv,http://polar.usc.edu/kh,0.6724308300395256
http://polar.usc.edu/iv,http://polar.usc.edu/u7,0.5521240335855017
http://polar.usc.edu/iv,http://polar.usc.edu/cr,0.6440217391304348
http://polar.usc.edu/iv,http://polar.usc.edu/1cg,0.6383928571428572
http://polar.usc.edu/iv,http://polar.usc.edu/14p,0.7142857142857143
http://polar.usc.edu/iv,http://polar.usc.edu/ol,0.6752717391304348
http://polar.usc.edu/iv,http://polar.usc.edu/kf,0.9565217391304348
http://polar.usc.edu/iv,http://polar.usc.edu/i1,0.8096218163107796
http://polar.usc.edu/iv,http://polar.usc.edu/zs,0.7470622796709754
http://polar.usc.edu/iv,http://polar.usc.edu/fi,0.9565217391304348
http://polar.usc.edu/iv,http://polar.usc.edu/kc,0.6306288819875776
http://polar.usc.edu/iv,http://polar.usc.edu/cd,0.6127717391304348
http://polar.usc.edu/iv,http://polar.usc.edu/147,0.5669642857142857
http://polar.usc.edu/iv,http://polar.usc.edu/1f6,0.9375
http://polar.usc.edu/iv,http://polar.usc.edu/kx,0.9565217391304348
http://polar.usc.edu/iv,http://polar.usc.edu/j9,0.8136645962732919
http://polar.usc.edu/iv,http://polar.usc.edu/cc,0.5849852152009638
http://polar.usc.edu/iv,http://polar.usc.edu/zf,0.795807453416149
http://polar.usc.edu/iv,http://polar.usc.edu/b-,0.8294030950626382
http://polar.usc.edu/iv,http://polar.usc.edu/1g9,0.7767857142857143
http://polar.usc.edu/iv,http://polar.usc.edu/j3,0.7558175137783221
http://polar.usc.edu/iv,http://polar.usc.edu/1fz,0.9375
http://polar.usc.edu/iv,http://polar.usc.edu/tz,0.9565217391304348
http://polar.usc.edu/iv,http://polar.usc.edu/l4,0.7556288819875776
http://polar.usc.edu/iv,http://polar.usc.edu/120,0.6919642857142857
http://polar.usc.edu/iv,http://polar.usc.edu/125,0.6441420664206642
http://polar.usc.edu/iv,http://polar.usc.edu/rw,0.6663431677018633
http://polar.usc.edu/iv,http://polar.usc.edu/em,0.7556288819875776
http://polar.usc.edu/iv,http://polar.usc.edu/rs,0.5993788819875776
http://polar.usc.edu/iv,http://polar.usc.edu/s1,0.8404503105590062
http://polar.usc.edu/iv,http://polar.usc.edu/rq,0.6261645962732919
http://polar.usc.edu/iv,http://polar.usc.edu/z5,0.9565217391304348
http://polar.usc.edu/iv,http://polar.usc.edu/cp,0.6440217391304348
http://polar.usc.edu/iv,http://polar.usc.edu/-u,0.795807453416149
http://polar.usc.edu/iv,http://polar.usc.edu/s8,0.6565217391304348
http://polar.usc.edu/iv,http://polar.usc.edu/1en,0.5231443719412725
http://polar.usc.edu/iv,http://polar.usc.edu/cq,0.6442687747035574
http://polar.usc.edu/iv,http://polar.usc.edu/1h0,0.6785714285714286
http://polar.usc.edu/iv,http://polar.usc.edu/us,0.8225931677018634
http://polar.usc.edu/iv,http://polar.usc.edu/bt,0.5840843814994553
http://polar.usc.edu/iv,http://polar.usc.edu/18c,0.7946428571428572
http://polar.usc.edu/iv,http://polar.usc.edu/c1,0.8136645962732919
http://polar.usc.edu/iv,http://polar.usc.edu/z9,0.5409373235460192
http://polar.usc.edu/iv,http://polar.usc.edu/uu,0.6038431677018633
http://polar.usc.edu/iv,http://polar.usc.edu/13n,0.6160714285714286
http://polar.usc.edu/iv,http://polar.usc.edu/ux,0.6395574534161491
http://polar.usc.edu/iv,http://polar.usc.edu/zx,0.5993788819875776
http://polar.usc.edu/iv,http://polar.usc.edu/54,0.7431459429520908
http://polar.usc.edu/iv,http://polar.usc.edu/z1,0.6395574534161491
http://polar.usc.edu/iv,http://polar.usc.edu/13i,0.9375
http://polar.usc.edu/iv,http://polar.usc.edu/ub,0.9565217391304348
http://polar.usc.edu/iv,http://polar.usc.edu/bf,0.9565217391304348
http://polar.usc.edu/iv,http://polar.usc.edu/pr,0.6522664199814986
http://polar.usc.edu/iv,http://polar.usc.edu/13r,0.6071428571428572
http://polar.usc.edu/iv,http://polar.usc.edu/13s,0.6524532710280374
http://polar.usc.edu/iv,http://polar.usc.edu/13p,0.6294642857142857
http://polar.usc.edu/iv,http://polar.usc.edu/f2,0.9565217391304348
http://polar.usc.edu/iv,http://polar.usc.edu/uk,0.7868788819875776
http://polar.usc.edu/iv,http://polar.usc.edu/6i,0.7243788819875776
http://polar.usc.edu/iv,http://polar.usc.edu/gn,0.9565217391304348
http://polar.usc.edu/iv,http://polar.usc.edu/pd,0.6440217391304348
http://polar.usc.edu/qm,http://polar.usc.edu/158,0.5892857142857143
http://polar.usc.edu/qm,http://polar.usc.edu/15t,0.7744565217391304
http://polar.usc.edu/qm,http://polar.usc.edu/1fi,0.7618243243243243
http://polar.usc.edu/qm,http://polar.usc.edu/84,0.7237631184407796
http://polar.usc.edu/qm,http://polar.usc.edu/qb,0.6300465838509317
http://polar.usc.edu/qm,http://polar.usc.edu/-7,0.6688505062537224
http://polar.usc.edu/qm,http://polar.usc.edu/14q,0.7744565217391304
http://polar.usc.edu/qm,http://polar.usc.edu/iy,0.7934782608695652
http://polar.usc.edu/qm,http://polar.usc.edu/15-,0.44884154244977315
http://polar.usc.edu/qm,http://polar.usc.edu/p3,0.6604691075514875
http://polar.usc.edu/qm,http://polar.usc.edu/iu,0.6083074534161491
http://polar.usc.edu/qm,http://polar.usc.edu/p5,0.5489130434782609
http://polar.usc.edu/qm,http://polar.usc.edu/p4,0.7237631184407796
http://polar.usc.edu/qm,http://polar.usc.edu/uo,0.7642140468227425
http://polar.usc.edu/qm,http://polar.usc.edu/14d,0.8158783783783784
http://polar.usc.edu/qm,http://polar.usc.edu/zd,0.4901665989435189
http://polar.usc.edu/qm,http://polar.usc.edu/1h5,0.4527972027972028
http://polar.usc.edu/qm,http://polar.usc.edu/ii,0.7932564330079859
http://polar.usc.edu/qm,http://polar.usc.edu/1a0,0.7047413793103449
http://polar.usc.edu/qm,http://polar.usc.edu/5s,0.5936185133239832
http://polar.usc.edu/qm,http://polar.usc.edu/1a2,0.7853260869565217
http://polar.usc.edu/qm,http://polar.usc.edu/5q,0.7830523513753327
http://polar.usc.edu/qm,http://polar.usc.edu/az,0.8349001175088131
http://polar.usc.edu/qm,http://polar.usc.edu/1a6,0.7744565217391304
http://polar.usc.edu/qm,http://polar.usc.edu/ay,0.6779503105590062
http://polar.usc.edu/qm,http://polar.usc.edu/xq,0.6074651353568499
http://polar.usc.edu/qm,http://polar.usc.edu/5y,0.6083074534161491
http://polar.usc.edu/qm,http://polar.usc.edu/xt,0.8213866039952996
http://polar.usc.edu/qm,http://polar.usc.edu/aq,0.6083074534161491
http://polar.usc.edu/qm,http://polar.usc.edu/h9,0.6214153561517114
http://polar.usc.edu/qm,http://polar.usc.edu/6c,0.8440217391304348
http://polar.usc.edu/qm,http://polar.usc.edu/y5,0.8754406580493537
http://polar.usc.edu/qm,http://polar.usc.edu/xo,0.6083074534161491
http://polar.usc.edu/qm,http://polar.usc.edu/5e,0.659053384700055
http://polar.usc.edu/qm,http://polar.usc.edu/h3,0.6083074534161491
http://polar.usc.edu/qm,http://polar.usc.edu/5i,0.6011498383039885
http://polar.usc.edu/qm,http://polar.usc.edu/i7,0.6083074534161491
http://polar.usc.edu/qm,http://polar.usc.edu/15y,0.7853260869565217
http://polar.usc.edu/qm,http://polar.usc.edu/148,0.8158783783783784
http://polar.usc.edu/qm,http://polar.usc.edu/-r,0.46438846749693174
http://polar.usc.edu/qm,http://polar.usc.edu/p-,0.6118615449556775
http://polar.usc.edu/qm,http://polar.usc.edu/15w,0.8293918918918919
http://polar.usc.edu/qm,http://polar.usc.edu/143,0.6400316455696202
http://polar.usc.edu/qm,http://polar.usc.edu/pl,0.49633438550045816
http://polar.usc.edu/qm,http://polar.usc.edu/15r,0.5892857142857143
http://polar.usc.edu/qm,http://polar.usc.edu/15s,0.7451923076923077
http://polar.usc.edu/qm,http://polar.usc.edu/pq,0.8043478260869565
http://polar.usc.edu/qm,http://polar.usc.edu/-i,0.6
http://polar.usc.edu/qm,http://polar.usc.edu/pu,0.47394671492907947
http://polar.usc.edu/qm,http://polar.usc.edu/-o,0.8286147623862488
http://polar.usc.edu/qm,http://polar.usc.edu/pv,0.8286147623862488
http://polar.usc.edu/qm,http://polar.usc.edu/q6,0.6650740563784042
http://polar.usc.edu/qm,http://polar.usc.edu/4q,0.6083074534161491
http://polar.usc.edu/qm,http://polar.usc.edu/q4,0.5788525855415487
http://polar.usc.edu/qm,http://polar.usc.edu/i-,0.4712627749870085
http://polar.usc.edu/qm,http://polar.usc.edu/q2,0.9106933019976499
http://polar.usc.edu/qm,http://polar.usc.edu/15a,0.5745967741935484
http://polar.usc.edu/qm,http://polar.usc.edu/15c,0.4630474452554745
http://polar.usc.edu/qm,http://polar.usc.edu/hh,0.6266248319139399
http://polar.usc.edu/qm,http://polar.usc.edu/x4,0.6083074534161491
http://polar.usc.edu/qm,http://polar.usc.edu/51,0.7834448160535117
